film_id,genre,release_date,title,length,rental_cost
2966,documentary,1986-09-13,Measure production all total more recognize almost never.,1.8299999999999998,1.37
2967,documentary,1980-10-23,Coach produce realize fast camera political special.,1.48,5.8
2968,comedy,2007-09-21,Next foot leg enjoy strategy power evidence.,0.27,7.43
2969,romance,2013-01-05,Million society performance such purpose find all.,1.18,6.91
2970,comedy,1988-04-17,Cost region find television church fly paper affect.,0.39,7.1
2971,romance,2012-06-04,Minute plant bed position suggest a.,1.3399999999999999,4.87
2972,scifi,1998-10-05,Own once room prove parent two kid.,2.4400000000000004,7.97
2973,scifi,1985-10-09,Something reflect teach though memory it.,0.24000000000000002,8.02
2974,comedy,2004-09-18,West else reach nature cost.,2.08,1.48
2975,romance,1992-01-24,Economy involve what feel activity.,2.45,4.62
2976,romance,1981-04-24,Issue realize identify size.,2.13,9.36
2977,documentary,2002-12-21,Condition identify much investment size sea word shoulder.,2.58,2.46
2978,documentary,1987-04-28,Moment skill yard compare management.,0.69,4.25
2979,documentary,2021-03-11,Media exactly various nation worker build.,2.14,1.03
2980,romance,1989-03-05,Surface of range exist show better religious.,1.73,9.79
2981,romance,2018-12-21,Use baby idea thus few also prove sign.,2.56,1.32
2982,romance,2003-06-07,Group company speak blue score will.,2.89,5.17
2983,comedy,2010-04-25,Development support win institution develop international window.,2.72,9.84
2984,romance,1984-03-27,Anything even set describe hit mission.,0.35,1.02
2985,comedy,1994-06-16,Room environmental my employee book.,2.27,4.93
2986,comedy,1978-01-11,Wife white right star law.,1.94,9.68
2987,romance,1978-11-07,Door board collection around.,2.24,0.88
2988,documentary,1988-07-13,Yeah protect tree toward few cause.,2.81,3.41
2989,comedy,1992-09-18,Over quality house that cover fine.,1.79,2.18
2990,scifi,1988-08-20,Information take those produce stage film.,3.1300000000000003,2.96
2991,romance,2017-03-11,Best information good career history time.,1.4,2.77
2992,scifi,2006-07-29,Main material manage conference performance seat manager.,2.02,0.76
2993,romance,1990-06-18,Thing happy different heart common.,1.01,6.85
2994,romance,2012-08-10,Yet street leave performance security answer Republican.,1.73,8.31
2995,documentary,1983-12-11,Suffer firm away body him garden.,2.06,3.37
2996,romance,1999-11-07,Front front mention although go American.,2.8400000000000003,6.91
2997,scifi,2009-04-12,Develop prove sound stand type.,2.16,6.99
2998,romance,2009-06-26,No inside soldier.,0.53,5.3
2999,scifi,2015-09-17,War purpose western act adult.,0.75,0.45
3000,comedy,1995-09-29,Meeting lead newspaper.,2.87,8.44
3001,comedy,2019-10-18,Leg find win field how hold energy.,3.06,4.95
3002,documentary,1983-08-15,Capital book class senior success foot year.,1.82,0.39
3003,documentary,1999-09-17,Low no low.,0.4,6.09
3004,comedy,2007-09-29,Book character section western season listen very.,2.11,7.3
3005,romance,1992-12-10,Employee sell tonight everybody open air.,3.1900000000000004,6.35
3006,scifi,2009-01-14,Team determine or.,1.39,2.72
3007,romance,2017-03-14,Look forward true oil model study because.,1.55,0.4
3008,comedy,2009-12-26,Huge measure report just off too them.,2.95,0.31
3009,comedy,2020-07-14,Station change research subject.,3.1,7.1
3010,scifi,2009-09-24,You by effort.,0.6699999999999999,0.33
3011,scifi,2017-02-08,Chair already benefit foot reason arrive last.,1.3399999999999999,6.13
3012,documentary,2004-08-21,Method performance leave school kitchen fact senior up.,1.75,1.95
3013,romance,1989-10-26,Keep protect fear pick scene guess.,0.49,1.26
3014,romance,2011-05-04,Enter bad pretty blue company report.,2.8200000000000003,2.15
3015,romance,2018-07-13,Just agree power state discuss positive seem.,0.43000000000000005,8.83
3016,romance,2013-09-26,Hair president evening wife.,0.99,3.3
3017,romance,1987-07-18,Once hope coach including tough federal build.,0.2,6.73
3018,romance,1996-01-08,State energy attention check professional century.,0.44,0.47
3019,scifi,1989-04-30,Trip likely somebody marriage financial anyone station yeah.,0.7,4.65
3020,scifi,2000-11-07,For happen possible other.,1.5999999999999999,1.44
3021,comedy,2018-05-03,Kid line you yes end stand push next.,0.31,7.73
3022,comedy,2011-04-16,Close cut your recognize executive.,0.35,8.57
3023,documentary,2017-02-08,Language agree style why fear green rate power.,2.3200000000000003,0.39
3024,romance,1993-08-30,Hard value service think.,0.55,9.82
3025,documentary,2015-07-17,Expect article office television imagine.,2.23,6.7
3026,documentary,2014-08-17,Should method war song.,3.1,3.6
3027,romance,1991-09-14,Here trouble from treatment such fact receive arm.,1.07,2.32
3028,comedy,2009-08-31,Need structure understand.,2.3600000000000003,5.67
3029,scifi,2000-11-08,Bill true appear allow nor.,1.8399999999999999,5.25
3030,romance,2001-07-13,Stop ability kid memory.,3.1500000000000004,6.27
3031,scifi,2020-02-15,Paper art increase bill result little billion break.,0.71,3.17
3032,documentary,1983-08-20,Teacher boy about else west now hand manager.,0.37,2.54
3033,scifi,1999-12-07,Discover despite loss capital.,2.0500000000000003,9.92
3034,documentary,1989-05-14,Dark teach yourself season case.,0.74,2.63
3035,comedy,2003-11-28,When them general throughout admit surface party.,1.2,5.67
3036,scifi,2019-11-13,Put nature street cultural.,3.1,5.37
3037,scifi,1983-05-03,Sense American executive yet level career.,0.73,1.9
3038,comedy,2021-05-19,Industry challenge any.,1.25,6.44
3039,romance,1986-11-12,Dream great ok voice.,1.5,3.19
3040,scifi,2017-11-11,Occur prove per prevent huge simple.,0.65,7.13
3041,scifi,2011-11-29,Attack ground heart yard with.,1.52,2.26
3042,scifi,1991-08-01,Too group family newspaper law.,2.14,3.95
3043,documentary,1999-03-07,Age can name dog.,0.8999999999999999,0.37
3044,documentary,2003-08-05,Shoulder local same main low after.,0.42000000000000004,3.74
3045,romance,1994-07-31,Accept price born let these.,2.9200000000000004,4.49
3046,romance,2016-12-18,Prevent large and decade section.,1.81,0.44
3047,romance,1981-10-31,Billion break true hope nature approach sometimes.,3.04,8.13
3048,romance,2020-06-13,Room western kid arm.,2.0500000000000003,9.8
3049,comedy,2013-10-11,Citizen thus Republican next.,0.64,5.66
3050,comedy,1983-07-21,One court management miss add consumer foot age.,3.08,6.64
3051,scifi,2013-11-10,Fish oil five Republican author require.,1.6099999999999999,3.2
3052,scifi,1982-01-22,Picture week step another example.,1.14,5.73
3053,romance,1988-03-11,Process including treat.,3.14,0.76
3054,romance,2010-10-10,Character however available history fast.,1.39,9.34
3055,documentary,2012-12-27,Because particularly huge participant nothing.,2.52,7.1
3056,documentary,2013-08-06,Class officer goal a concern whose mention game.,2.6900000000000004,7.41
3057,documentary,1996-03-28,Fill people forget.,2.37,3.23
3058,comedy,1992-01-26,Make point kind dream purpose though whom.,1.7,6.63
3059,scifi,1996-05-18,East on role like.,2.58,7.94
3060,documentary,1991-07-19,Smile agency everybody view pressure.,2.72,3.41
3061,romance,1983-06-02,Analysis make some prevent hotel include.,1.79,5.35
3062,documentary,1996-06-01,Cause president large analysis that.,2.1,3.98
3063,comedy,1979-06-14,Body material stop shoulder space.,0.38,5.58
3064,scifi,1987-03-25,Year picture nation about serious.,3.18,0.98
3065,scifi,2021-06-25,Thus young century partner finish coach use.,0.77,3.94
3066,documentary,2014-08-13,Beautiful message trouble.,1.16,7.79
3067,comedy,2009-01-11,Still property week research attorney until.,2.6300000000000003,6.1
3068,documentary,1985-03-05,Fear agent marriage hundred.,2.45,3.75
3069,documentary,2008-02-06,Course one deal low fight.,1.8,4.78
3070,documentary,1997-08-24,Maintain south everyone most.,1.46,2.08
3071,documentary,2010-04-05,West game team specific.,1.6099999999999999,6.59
3072,documentary,1978-11-14,Yard city beat soldier by my.,1.08,0.86
3073,comedy,2003-01-15,Character report social mouth center yard.,2.6900000000000004,5.4
3074,comedy,1995-09-24,Because forget commercial voice.,0.44,1.09
3075,romance,1978-08-28,Benefit physical already research.,0.31,6.03
3076,scifi,1992-06-13,Enter accept hold show.,3.14,5.38
3077,documentary,1991-10-19,Article throw point.,0.26,7.79
3078,romance,2015-02-10,Truth hot group personal.,2.46,2.27
3079,documentary,1990-05-05,Mrs much approach stage save improve know.,1.42,4.99
3080,comedy,1978-03-30,Us raise type ball any large.,2.66,7.45
3081,romance,1995-04-05,Here newspaper green offer season.,2.7800000000000002,8.28
3082,documentary,2017-03-19,Event surface lot perform.,1.05,1.88
3083,comedy,2012-03-06,Hear take story though then want century.,0.65,8.49
3084,documentary,1986-03-11,Still small majority several radio seat.,3.14,9.22
3085,romance,2000-07-08,Life really gun number.,2.5300000000000002,4.85
3086,documentary,1996-05-01,Eight black attack force day seven.,2.33,3.27
3087,romance,2003-04-09,Yard cold they team.,1.48,7.1
3088,scifi,1996-06-22,But watch ever discuss information.,1.43,5.23
3089,comedy,1988-05-26,Ball science then democratic only happy thought then.,1.8499999999999999,5.4
3090,scifi,1995-01-31,History mission among.,0.75,6.36
3091,romance,1982-01-08,Interesting television lot whatever cover hold item.,0.24000000000000002,4.38
3092,romance,1991-01-09,Site water deep.,2.8000000000000003,0.06
3093,romance,2011-06-11,A unit natural spend put foot society.,2.0700000000000003,3.32
3094,documentary,2002-05-31,Worker though down war forward something.,0.34,7.58
3095,documentary,1997-02-23,Issue phone right hard price similar.,2.1,2.3
3096,documentary,2014-02-20,Lawyer quickly laugh safe fall.,1.02,6.43
3097,documentary,2006-09-23,Key get many.,1.04,9.53
3098,romance,2021-04-03,Health cup age together happy money night.,1.8,1.23
3099,comedy,2015-04-17,Son decade deep ever.,1.57,1.17
3100,documentary,2010-03-10,Minute behind continue white newspaper begin.,1.03,1.72
3101,documentary,1996-09-24,Think task tree challenge Mrs agreement.,1.03,2.91
3102,romance,2004-10-20,Movie foot year rate couple.,1.4,4.71
3103,romance,2017-08-28,Assume executive traditional letter voice her military.,1.77,4.15
3104,documentary,2016-10-07,Sister court left administration remember character.,2.8600000000000003,6.58
3105,comedy,2006-04-02,Personal culture measure face seek admit clearly.,2.35,1.95
3106,romance,1989-11-26,Address tell should answer simply.,0.74,9.55
3107,documentary,2004-02-07,Wish information itself should better.,1.2,3.94
3108,romance,2014-01-25,Wife manage with treatment particularly prove.,0.95,8.93
3109,documentary,2015-10-08,Hair attention pressure could.,1.05,8.74
3110,romance,2008-06-23,Program miss actually one.,2.0100000000000002,7.61
3111,scifi,1982-05-11,This federal may.,2.6300000000000003,5.16
3112,comedy,1989-02-06,Reveal treatment edge enjoy rather opportunity.,2.8000000000000003,4.19
3113,comedy,2015-02-19,City last message then miss.,2.95,1.94
3114,scifi,1983-07-17,Health nearly care choice protect.,2.11,6.46
3115,scifi,2019-09-06,Very do hit foreign.,1.88,6.04
3116,comedy,2005-02-23,Guess shake subject go life service.,0.73,6.34
3117,scifi,2014-05-31,Threat usually military quite special.,0.38,8.57
3118,scifi,1977-04-30,Opportunity camera ever heart white compare.,1.96,3.12
3119,comedy,2014-03-23,Part exist mention at indeed book little create.,2.8200000000000003,0.44
3120,scifi,2005-09-18,Site picture response.,0.65,9.03
3121,documentary,1985-06-30,Thousand economy four day.,1.8499999999999999,4.62
3122,romance,2011-04-07,Tax majority too activity guy.,2.3200000000000003,5.31
3123,romance,1984-11-08,Small day fight business sense camera.,1.26,3.61
3124,comedy,2001-03-18,Defense night about black task strategy another.,1.93,3.71
3125,comedy,2009-05-03,Attack arrive tell might too determine.,0.36,3.42
3126,scifi,1986-10-16,Little less glass wind.,3.0700000000000003,8.24
3127,scifi,1999-12-20,Growth around hear affect leave business bag social.,0.39,3.44
3128,romance,1988-09-02,Spring theory including whether compare understand.,0.51,8.72
3129,comedy,1991-07-03,Meet would seem factor stock century large might.,0.5,7.7
3130,scifi,1990-06-02,Watch huge we than.,1.71,1.83
3131,comedy,1998-11-19,Our traditional guess safe.,2.39,5.92
3132,romance,1990-03-15,Right itself southern court color.,1.3499999999999999,8.53
3133,documentary,2014-08-11,Plan military maybe marriage save become.,1.66,8.64
3134,documentary,2016-05-21,She his cell response.,1.45,8.05
3135,scifi,2013-07-13,Tree thought make.,2.48,8.4
3136,romance,2006-06-15,Analysis film industry north reality.,2.74,2.59
3137,scifi,1982-08-22,First reason low.,0.22,6.48
3138,comedy,2015-07-25,One send risk majority garden.,2.91,4.08
3139,scifi,1982-10-07,Rock eat live soldier school third agreement sit.,1.01,8.75
3140,documentary,2009-04-20,Give yes station.,2.81,7.51
3141,comedy,2020-10-23,Together close threat data lot ago.,2.33,5.95
3142,documentary,1998-01-29,Very tax manage speech general adult especially.,1.76,3.76
3143,comedy,1993-01-30,Back wait each.,2.7600000000000002,9.42
3144,scifi,1979-07-09,Statement assume call at push plant best.,2.77,7.14
3145,scifi,1998-10-15,Theory goal hold great pull ahead knowledge.,1.15,3.93
3146,romance,2016-01-05,Open never available white break professional.,1.3699999999999999,2.94
3147,comedy,1980-10-16,Miss book bill baby often theory.,2.62,0.48
3148,documentary,2006-04-12,Catch by goal determine guy.,0.99,1.98
3149,documentary,1997-02-08,Charge start figure ten sea.,2.6700000000000004,9.27
3150,comedy,2015-07-17,Republican wait fear century involve.,2.23,8.55
3151,scifi,1985-03-30,Bank low whose mention.,0.8,1.75
3152,documentary,2013-12-27,Natural relate less everything government energy stock party.,2.99,7.96
3153,comedy,2003-03-17,Paper you painting face her.,1.7,4.09
3154,scifi,2002-12-21,Game perform father.,1.93,6.16
3155,documentary,1992-10-18,After old week most reveal hot board tree.,1.02,7.32
3156,comedy,2006-10-27,Need yeah accept scientist hour cell picture page.,2.0,0.39
3157,romance,1982-10-28,Appear themselves attention American top evidence.,2.85,7.13
3158,scifi,2002-12-15,Million strong hard technology rich bank.,1.88,9.1
3159,comedy,1994-05-12,Get mother main admit career.,1.3699999999999999,0.82
3160,romance,1988-08-05,Kid accept cold even.,0.8300000000000001,1.43
3161,comedy,1983-05-12,Line each hear.,1.77,4.53
3162,comedy,1993-04-20,Military price church artist suggest dark break.,1.79,1.99
3163,scifi,1994-05-09,Current growth paper source what well culture.,1.79,2.76
3164,documentary,1995-07-02,Positive push lawyer build.,2.6300000000000003,1.12
3165,romance,2002-05-25,Window total under floor view old coach never.,2.85,1.09
3166,documentary,2004-01-20,Along wonder send next.,2.5500000000000003,1.67
3167,documentary,2004-04-06,Fight million direction woman black sit.,0.73,7.82
3168,comedy,1982-05-23,Use sport thought study.,1.8,9.79
3169,documentary,2011-04-10,Single them partner decade peace identify.,1.15,7.75
3170,scifi,2004-09-08,Serious much reduce personal outside themselves several set.,1.3599999999999999,7.05
3171,documentary,1978-12-13,Say let bit people.,1.32,0.19
3172,comedy,2013-04-28,Culture star decade take church finally.,3.08,0.48
3173,comedy,1999-02-13,Hair service do laugh situation.,0.56,4.8
3174,scifi,2017-01-01,Sister huge bank town born expect eight.,2.3000000000000003,0.54
3175,romance,2019-07-27,Note general look dark story.,2.97,9.03
3176,romance,1987-02-13,Hear marriage should degree.,1.51,9.72
3177,comedy,2014-03-02,North usually enjoy whether.,2.02,5.16
3178,scifi,2021-12-20,Voice good ago lead.,3.06,0.91
3179,comedy,2013-06-22,Run line trip source keep recent.,2.79,3.06
3180,romance,1981-06-08,Material form everything stuff.,0.8300000000000001,9.0
3181,comedy,1984-05-01,Improve shake week minute the.,1.73,1.51
3182,comedy,1988-09-10,Until bad rich tell present accept.,0.25,8.52
3183,documentary,2003-10-10,Risk director probably dog commercial Mrs fear free.,2.5500000000000003,6.54
3184,documentary,1985-05-01,Wonder other which yet pick bag leader.,0.97,9.06
3185,romance,1989-02-09,Of skin ok street stand.,2.8200000000000003,7.53
3186,comedy,2016-11-07,Because you get somebody quickly reveal if.,2.5900000000000003,9.09
3187,romance,2007-07-11,Too threat send company.,2.68,7.38
3188,romance,1979-10-10,Several myself product skin.,2.08,2.36
3189,romance,2007-11-23,Argue close cell task plant.,1.02,6.38
3190,comedy,1997-03-10,Bar relate mission attack management develop third possible.,2.99,6.09
3191,romance,1978-01-14,Will beyond leader allow international.,2.9200000000000004,1.11
3192,scifi,2008-12-13,Agree Mr want always range.,1.9,6.83
3193,scifi,2016-02-16,Live stage vote later by world.,2.25,2.16
3194,romance,1990-04-14,Travel within she.,1.8299999999999998,5.23
3195,romance,2012-08-10,General by five both.,1.97,6.21
3196,comedy,1985-08-19,Hospital much worker between anyone.,3.18,3.15
3197,comedy,2012-05-30,Also east example property middle quality.,1.29,8.89
3198,documentary,1989-08-28,Door half hope wife behavior.,1.99,2.78
3199,documentary,1984-12-16,Them service radio worker without author.,2.41,0.9
3200,documentary,1986-05-19,Race question wife remain next.,0.69,7.75
3201,romance,2010-08-09,Chair himself explain mean sign blue knowledge.,1.5999999999999999,5.01
3202,romance,1978-08-11,Wall age anyone news data keep.,2.12,0.58
3203,comedy,2005-02-26,Whether few middle military.,2.68,4.6
3204,comedy,2014-10-10,Fight though station heart room.,1.8599999999999999,8.36
3205,documentary,1984-05-28,Left total resource air central again.,2.72,6.88
3206,scifi,1978-12-16,Issue base body vote rock within.,2.35,2.19
3207,romance,2005-09-18,Test rest process accept eight.,0.27,8.39
3208,documentary,2004-09-21,Model just main together crime level theory.,2.9000000000000004,1.24
3209,scifi,1984-04-06,Station him win leave.,1.95,6.9
3210,documentary,1988-03-10,Step brother free tax.,2.97,6.44
3211,romance,2018-07-28,Trouble sing every institution certainly beat kind with.,2.3400000000000003,6.99
3212,romance,1994-09-18,Pay special Republican guy certain to.,0.38,5.44
3213,romance,2020-04-19,Play consumer spring along.,0.6000000000000001,1.77
3214,romance,1991-03-21,Lot final dark process fine issue.,1.53,6.15
3215,documentary,2019-09-06,Create project support understand run walk might.,2.79,0.53
3216,scifi,1992-11-23,Budget serious six air Republican she process.,1.3599999999999999,0.03
3217,scifi,2019-09-28,Success soldier make real officer.,0.38,8.67
3218,comedy,1993-02-01,Check evening still explain thus protect.,2.08,8.74
3219,documentary,2016-01-15,Either either increase another morning yourself receive.,0.72,0.22
3220,scifi,1995-04-16,Direction quickly gas step authority building.,1.7,3.89
3221,scifi,2005-11-21,Prevent happen growth response describe history tell.,1.3299999999999998,9.74
3222,comedy,1987-10-15,Gas arm check base measure interesting when.,1.8,1.07
3223,documentary,1994-07-21,Quite mean official identify whatever natural.,1.69,7.04
3224,documentary,1994-03-09,Next Republican its law sell no capital.,2.95,8.23
3225,scifi,1995-06-23,Market start program.,1.22,0.89
3226,documentary,1997-11-03,Hour American would his.,2.0300000000000002,1.91
3227,comedy,2014-03-31,Still boy since administration raise.,1.63,2.89
3228,romance,2008-05-03,Near we entire certainly fear any traditional.,2.8600000000000003,0.93
3229,romance,2010-03-08,Agent audience beyond wife.,0.8700000000000001,2.02
3230,romance,2000-06-22,Attack detail remain.,1.76,0.7
3231,romance,2001-12-06,Few reduce think trouble.,2.89,0.39
3232,romance,2007-04-11,Father everything hospital reflect.,2.21,7.92
3233,romance,1978-06-19,Ever just small here rich where.,0.9199999999999999,1.3
3234,documentary,1983-09-14,Play fine wrong old.,0.6799999999999999,8.16
3235,documentary,2008-05-14,Crime build different until begin executive worker moment.,0.42000000000000004,5.55
3236,romance,2003-05-19,After knowledge size analysis really prepare.,2.45,8.1
3237,scifi,1987-04-11,Particularly mouth admit understand.,0.42000000000000004,4.53
3238,documentary,2008-11-30,Foreign visit audience yes house fund.,1.49,4.78
3239,scifi,1999-02-07,If life information effort reality.,2.22,7.97
3240,documentary,2009-02-01,Wall hope lot street book either find.,2.5300000000000002,9.7
3241,scifi,2021-07-07,Note create almost Republican enter get.,1.39,3.51
3242,documentary,1984-06-09,Quickly century toward attention special first.,1.18,8.05
3243,romance,1979-06-25,Past possible respond maybe quality.,2.7,3.06
3244,comedy,2005-09-23,Back worry itself bill seek lay.,2.29,1.46
3245,comedy,1995-05-12,Enjoy whole dog more many.,1.7,4.34
3246,scifi,1995-04-15,Response star baby skin low assume.,0.5900000000000001,4.97
3247,documentary,1998-05-25,Beyond budget front film sport peace detail campaign.,1.8599999999999999,0.75
3248,comedy,1994-07-18,As face begin north training wife.,1.44,9.76
3249,romance,2015-07-31,Likely may accept day image term statement.,2.5500000000000003,8.23
3250,scifi,1984-12-10,Wrong top brother stand education.,1.93,1.1
3251,romance,1982-11-24,Story forward nice enter series carry.,2.1,8.93
3252,comedy,1982-11-12,Late expert group you him foot money.,0.61,9.69
3253,romance,1979-05-23,During successful year participant.,1.1300000000000001,7.97
3254,documentary,1990-01-26,Nothing nearly animal run either key.,1.44,0.44
3255,comedy,1981-02-22,Vote town toward discuss democratic hit.,2.27,2.65
3256,comedy,2017-02-08,News artist manager fill.,1.5999999999999999,6.42
3257,romance,2018-07-05,Technology another board.,1.8299999999999998,9.96
3258,comedy,1988-05-24,Professor throw one from away result.,2.77,4.79
3259,romance,2019-04-06,Present citizen door.,0.6000000000000001,8.05
3260,scifi,2014-04-01,Way successful already kitchen central main if.,0.31,1.98
3261,documentary,1993-07-28,Human degree life.,0.22,5.43
3262,romance,2000-08-06,Per site fire keep.,1.71,8.36
3263,scifi,1978-11-04,Occur Republican provide him forward bit.,1.3399999999999999,4.76
3264,romance,1998-06-29,Ahead so police own send much music.,2.15,7.91
3265,documentary,2013-11-24,Sure dream argue choice base down.,2.3600000000000003,8.94
3266,romance,1980-01-17,Mention ok street key wind no.,1.43,7.39
3267,romance,1986-09-23,Million force letter fight protect usually.,2.21,1.92
3268,documentary,2021-10-27,Effect several realize identify last notice.,1.9,4.72
3269,documentary,2001-06-03,Measure rise open accept successful worry find.,0.97,7.04
3270,comedy,1978-03-04,Somebody indicate choose.,0.37,3.99
3271,scifi,2020-04-14,Hand we us.,2.87,3.84
3272,scifi,1993-12-31,Job direction but dark data learn.,2.54,5.82
3273,documentary,2014-02-19,Play subject add.,0.4,7.83
3274,comedy,2018-07-03,Draw benefit choose reveal involve each every.,1.82,1.72
3275,comedy,1989-04-30,Study represent chance almost change simply paper.,0.75,9.54
3276,comedy,1978-02-01,Long relationship argue cup price.,3.1900000000000004,4.36
3277,romance,2006-11-29,Executive evidence character option American together.,2.2800000000000002,8.01
3278,comedy,1977-01-19,His result teach involve letter vote.,2.2800000000000002,1.92
3279,comedy,2000-07-24,War step official stay analysis outside pretty.,0.31,8.94
3280,scifi,1997-03-07,Set successful professor rise region minute.,2.64,2.49
3281,comedy,1985-12-14,Collection project black common night people too.,2.8200000000000003,4.45
3282,romance,1989-04-11,Company actually rate resource hour.,1.22,3.98
3283,scifi,2018-12-03,Ago develop man fish analysis himself along.,0.44,2.64
3284,romance,2021-02-03,Learn forget offer tax either.,1.66,0.07
3285,documentary,2011-01-23,Door hot morning purpose gun story.,1.4,4.96
3286,documentary,2019-03-29,Environmental pretty tonight media free sea hot.,0.2,0.74
3287,documentary,1978-04-29,She big drug child sea.,0.65,4.92
3288,romance,2014-09-05,Culture discover officer.,0.72,9.48
3289,documentary,1981-03-24,Try common west war point.,2.5500000000000003,5.28
3290,scifi,2020-02-27,Child look not.,2.19,3.73
3291,scifi,1995-07-22,Change discuss same sound party.,2.5300000000000002,5.81
3292,documentary,2000-08-16,Edge book rather something safe production.,0.29000000000000004,5.72
3293,comedy,1992-09-17,Food yes safe discuss believe.,2.8400000000000003,7.89
3294,romance,1983-03-03,Sound deal wall put by grow.,3.1500000000000004,5.69
3295,scifi,1995-07-06,Possible perform positive.,0.24000000000000002,7.33
3296,documentary,1988-01-02,Bill above general eye.,0.28,8.67
3297,scifi,2010-03-31,Wrong some among smile.,3.1300000000000003,6.8
3298,documentary,2018-09-30,Relate article drug than sense air.,1.38,1.73
3299,documentary,1977-09-05,Nature middle walk shake trip program.,1.3,4.26
3300,romance,2009-10-19,Put result summer box.,1.96,9.87
3301,documentary,1999-03-29,While ten strategy begin security see and.,0.39,6.12
3302,comedy,1999-02-23,Player long these.,1.65,9.55
3303,comedy,1997-06-05,Skill matter new person share.,2.4000000000000004,3.29
3304,comedy,1992-06-23,Activity affect ever after outside who win police.,1.09,0.13
3305,documentary,2019-12-18,Radio add specific wind return end common yeah.,0.30000000000000004,1.35
3306,documentary,2000-02-25,Receive eight must challenge few group participant simply.,1.16,6.02
3307,scifi,2014-10-01,American idea surface foreign measure.,3.14,6.87
3308,documentary,1997-08-19,Perhaps arrive dream improve minute citizen right.,1.92,4.9
3309,comedy,2009-10-12,Risk appear treatment beyond between far American.,0.65,0.01
3310,scifi,2001-04-27,Pm blue read believe us on and huge.,0.33,0.83
3311,comedy,1979-06-23,Personal study tell describe baby town can.,0.32,2.09
3312,romance,2015-02-16,Forward write every recently each fine.,2.87,6.22
3313,comedy,2007-06-26,Reduce else expect than civil face black.,2.13,9.28
3314,scifi,2019-06-02,Course most discover turn.,2.11,3.7
3315,comedy,1987-09-28,Member nearly save drop wife.,0.41000000000000003,5.68
3316,scifi,2010-06-25,Free perform movement upon than.,2.8800000000000003,1.7
3317,documentary,1998-01-26,Culture defense guy decision.,0.81,1.7
3318,scifi,2004-12-10,Member option contain record body throw.,2.08,5.8
3319,documentary,1984-12-30,Lawyer assume dog product somebody.,2.6500000000000004,2.17
3320,scifi,1987-02-19,Since describe arm example.,1.03,1.14
3321,comedy,2021-07-31,Difference necessary management everything miss door thank.,0.45,2.32
3322,romance,2018-12-17,Black those government one.,0.6000000000000001,8.86
3323,romance,1996-07-27,Music goal degree.,1.88,7.05
3324,comedy,1986-02-28,Mind performance effect performance third fund.,1.16,5.77
3325,documentary,2009-11-26,Economic per us paper tonight.,0.94,9.31
3326,documentary,1988-02-16,Place result clearly southern set.,2.27,8.88
3327,scifi,2008-02-03,Quickly whom near firm.,2.68,9.44
3328,scifi,2003-05-16,Discussion and young college investment interesting win.,2.8200000000000003,4.55
3329,scifi,1977-05-06,Science opportunity win simply.,2.02,8.57
3330,comedy,1978-07-11,Information color author usually treat amount main actually.,2.0500000000000003,1.7
3331,scifi,2013-10-21,Affect series from accept state book cell.,2.6100000000000003,8.01
3332,romance,1985-11-20,Send produce positive Democrat where.,1.26,7.98
3333,romance,2003-06-20,Soldier box mention force.,0.8899999999999999,9.03
3334,comedy,2007-03-15,Spring watch reality both black.,1.25,7.02
3335,comedy,1979-10-05,President sound us understand interesting.,1.28,2.65
3336,documentary,1992-01-08,Like in southern stage prevent.,2.3200000000000003,5.12
3337,scifi,2003-10-08,Point high off technology life eat.,0.31,6.0
3338,comedy,2008-08-25,Leader reflect institution serious likely.,1.8399999999999999,2.16
3339,scifi,1984-12-16,Everyone dark everyone hot.,3.1100000000000003,2.73
3340,comedy,1982-11-13,Cultural yard campaign room along bar standard.,1.3499999999999999,6.45
3341,comedy,2017-05-13,Girl available three military population attorney.,3.1500000000000004,1.6
3342,comedy,2009-01-24,Thousand can talk system music authority.,1.56,4.34
3343,documentary,2018-01-23,Always year crime teacher yes they skill.,2.1,0.31
3344,comedy,2015-05-16,Organization executive benefit address phone along area.,1.9,9.79
3345,romance,2021-08-06,Subject big fight believe which memory although.,1.56,6.04
3346,scifi,2007-04-05,Himself effect toward house.,2.23,1.47
3347,romance,2000-10-31,Quite sister hand evening.,1.3299999999999998,7.11
3348,comedy,1996-07-03,Nature firm behavior spring anything.,2.39,5.86
3349,documentary,1986-03-23,Score past our particular plant anyone kid.,2.85,3.69
3350,romance,1982-08-28,Long tree audience role bring.,1.69,8.41
3351,romance,2015-09-08,Use spend grow better option.,2.0500000000000003,9.83
3352,scifi,2014-08-11,Company writer his two respond nice thus sport.,1.18,3.57
3353,scifi,1980-05-07,Civil effort buy big media.,2.72,4.94
3354,romance,2002-05-02,Care news cover plan daughter yet.,0.5,6.82
3355,scifi,1980-09-29,See security foot real.,0.73,8.48
3356,scifi,2000-03-03,Score true protect enjoy most force make.,1.72,3.45
3357,documentary,1980-10-21,So outside attention art yourself.,0.78,7.22
3358,romance,1994-11-22,Be lead color shoulder coach size ever room.,2.9000000000000004,7.6
3359,documentary,1998-05-13,Phone suffer large either perform camera already.,2.6500000000000004,3.15
3360,documentary,1983-01-30,Imagine goal dinner source see player future.,2.5900000000000003,9.37
3361,scifi,1982-11-01,Learn real little thank bit mission.,0.65,5.32
3362,scifi,2021-12-17,Help first I growth total man.,0.35,8.1
